path,size_bytes,type,sha256,introduction_version,status,origin,repository_path,attribution_basis
configs/burgers_data_sparse_noisy.yaml,1186,.yaml,6113855cfe1ada291be7ff5ce5579732140e631b1c520b408b4629e5b03e0048,V06,preserved,library_zip,configs/burgers_data_sparse_noisy.yaml,Configuration initiale disponible ; instantané conservé sans rétroversion
configs/helmholtz_calibrated.yaml,1246,.yaml,34d415df014e587de3bc57fa152ab2ba408a165889b75d42400a44fa36efbdd1,V06,preserved,library_zip,configs/helmholtz_calibrated.yaml,Configuration initiale disponible ; instantané conservé sans rétroversion
configs/helmholtz_calibrated_campaign.yaml,565,.yaml,528a8a4b1142ed6b3e56f28fcfbb3d0b35d2971a58a2a760e7a9d14a51e9f117,V06,preserved,library_zip,configs/helmholtz_calibrated_campaign.yaml,Configuration initiale disponible ; instantané conservé sans rétroversion
configs/helmholtz_screen.yaml,1186,.yaml,06433c1c902996991efd8f8f8e7d708fffca84e7bc01e3976dfe8f7eaa251ffa,V06,preserved,library_zip,configs/helmholtz_screen.yaml,Configuration initiale disponible ; instantané conservé sans rétroversion
configs/pilot_full.yaml,1190,.yaml,fca583c898500571d85a14e42fff96b07f8f2a118701cf635ac0c3c2215bcf80,V06,preserved,library_zip,configs/pilot_full.yaml,Configuration initiale disponible ; instantané conservé sans rétroversion
configs/pilot_quick.yaml,1169,.yaml,cf3a86af892fd4904276e6c1be6a2a99bd971b4ef96287bb441d9a579ba1ed0a,V06,preserved,library_zip,configs/pilot_quick.yaml,Configuration initiale disponible ; instantané conservé sans rétroversion
configs/wave_screen.yaml,1152,.yaml,afa84b83fadbe46454664ce4f41c47ec615e626b66f5c84e68080520961ab405,V06,preserved,library_zip,configs/wave_screen.yaml,Configuration initiale disponible ; instantané conservé sans rétroversion
docs/figures/explanatory/01_thesis_roadmap.pdf,22958,.pdf,9b644d7a90f15b1322bf149928ccb0ee1ee1f0b0d85cc82569674b85ad59bb85,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/01_thesis_roadmap.pdf,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/01_thesis_roadmap.png,267994,.png,2afab78b2a400f7b7ded93f075837a344f0cc6c38b685a8e60f5d50feaf2b48e,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/01_thesis_roadmap.png,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/01_thesis_roadmap.svg,12078,.svg,d0557b204e922423b11ac3357ff1f704e6b4374fd7322b4a36c6024be40aec70,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/01_thesis_roadmap.svg,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/02_pinn_principle.pdf,32750,.pdf,4fdb1a4cb5ec30d1d2a187755579764ec1d08314fa1a61376f538e9181234030,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/02_pinn_principle.pdf,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/02_pinn_principle.png,331441,.png,b1f0b8e3c52bf929f072f0d16c9e8ceaffbf3dbe20cf0f48910d5a53cc11c41f,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/02_pinn_principle.png,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/02_pinn_principle.svg,16440,.svg,42c041cc5731ee59d0c4ef239b3b0218d00707ac1afe3beedcd013fdbf7c77ee,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/02_pinn_principle.svg,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/03_m5_feedback_problem.pdf,23418,.pdf,e14fab3289302e0522d3688fd779060676d0d08e938651955933171e62e84c3d,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/03_m5_feedback_problem.pdf,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/03_m5_feedback_problem.png,337397,.png,be170b70ce9603e636d487c6cd4b96c738451eee0272dd9f5fb087ba6ad47997,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/03_m5_feedback_problem.png,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/03_m5_feedback_problem.svg,9517,.svg,e2dadeb2ed26ecc22f3a7e502a35085f9344205245c66cc52d3bdff417c584f6,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/03_m5_feedback_problem.svg,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/04_m6_decoupled_solution.pdf,29501,.pdf,ab6f5fe3022038320668a4ea87bbf310d2a20b218d6954bb0398c6f15f1d86ab,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/04_m6_decoupled_solution.pdf,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/04_m6_decoupled_solution.png,308229,.png,e87b6a80a59453a095885cdb946dd55a4177ed6fc9829fe8b31d7ff40e8dff42,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/04_m6_decoupled_solution.png,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/04_m6_decoupled_solution.svg,11981,.svg,61292f28e674d3b38a78002370eb427e0f7da5a160be1ae8e9953f60b8b1beeb,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/04_m6_decoupled_solution.svg,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/05_controlled_experimental_protocol.pdf,27326,.pdf,d53a753e1b8ab14bba14443d0762278b9d45502ca5d1c85c624e0112ef61897b,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/05_controlled_experimental_protocol.pdf,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/05_controlled_experimental_protocol.png,288215,.png,afc8e044d28d2ed9b1a85ae34cebf89d19fa309608a9477c8f88fbd121e6af60,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/05_controlled_experimental_protocol.png,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/05_controlled_experimental_protocol.svg,20534,.svg,2267ed93ef5bc5011b84bd60147d420d0345ce40a1d2e8f51499b26c063cf4e7,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/05_controlled_experimental_protocol.svg,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/06_current_results_forest.pdf,22970,.pdf,01b881c07756c0d9182ac20fd08fb840ba3afe4539a371968a98a153dd8747c0,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/06_current_results_forest.pdf,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/06_current_results_forest.png,255961,.png,8fb2b5d47beb8f8b4e7d254fd2e33506f1fab74a8c6eee82c3fc1ee490bbc6ad,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/06_current_results_forest.png,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/06_current_results_forest.svg,16349,.svg,49ca9258acdd60c072f7c48c99565ee44f53251c0f3b01e8d18e80a2faf738e9,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/06_current_results_forest.svg,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/08_tokamak_instability_pipeline.pdf,23127,.pdf,12132f00ac444212f51308d0f23ecd42aa6321577f6c698cd4393d7e1f93b7ac,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/08_tokamak_instability_pipeline.pdf,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/08_tokamak_instability_pipeline.png,381888,.png,8584548be45e52323c12b8678d7df311be5893925d3e500e3687e3f1657206c0,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/08_tokamak_instability_pipeline.png,"Schéma historique ; classement thématique, pas date de création prouvée"
docs/figures/explanatory/08_tokamak_instability_pipeline.svg,12026,.svg,64ae8eab3c27bd0bc17e89a28df5b61271ebe773213b60a64ca484776b29cf74,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,docs/figures/explanatory/08_tokamak_instability_pipeline.svg,"Schéma historique ; classement thématique, pas date de création prouvée"
outputs/allen_cahn_screen_v1/m1/seed_00011/checkpoint_0000600.pt,21799,.pt,50abc76d1f72a3c5b895583a63c187defda5c4b91d0bee0e55c00004c63d7211,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00011/checkpoint_0000600.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00011/config.resolved.yaml,1217,.yaml,d661fe235558e0762a2f150d6ef90d61fe7c69acf75d96b3a4e04aae2a1a3498,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00011/config.resolved.yaml,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00011/environment.json,270,.json,81e8b8ec1f0e36812a60c59a8df82f8463f4b7cdc0f374d41177cd34430c2417,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00011/environment.json,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00011/metrics.csv,8794,.csv,04cf92400b3d42561331641dc5e6e5fc55ea1f7d5f5ab1605de587c924c4f4ef,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00011/metrics.csv,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00011/model.pt,21105,.pt,2efb8d74be22fec99e952fc9a26c87827eb92290173d7356575df67cc07ff7c6,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00011/model.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00011/summary.json,1905,.json,bbd505dc19d830015cfb37ca1c443013e194a960d7cd505d1577b9ac8434ab78,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00011/summary.json,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00022/checkpoint_0000600.pt,21799,.pt,8dd48ee2f6cb074d8a603fc3bd5cbf9f0d3ac2d93d086056dda5cc73a627687e,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00022/checkpoint_0000600.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00022/config.resolved.yaml,1217,.yaml,6fe03a07234470777ca65f64a96975ba5cab250187465f2aef791ecb4f5c34a3,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00022/config.resolved.yaml,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00022/environment.json,270,.json,81e8b8ec1f0e36812a60c59a8df82f8463f4b7cdc0f374d41177cd34430c2417,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00022/environment.json,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00022/metrics.csv,8363,.csv,e92911cd9129f54d0debaddec3428ac1e471f8c9f2688d989808fa3457ef4b49,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00022/metrics.csv,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00022/model.pt,21105,.pt,5e9690036e4485f593c7668cbd9f8083dd7994984830ae20d1c67e3f4ccc92a2,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00022/model.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00022/summary.json,1903,.json,9aa7600a10cce38ee36e2ef587b6b1fcee3a2e31ccc8dc1786fd63c99ff40fde,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00022/summary.json,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00033/checkpoint_0000600.pt,21799,.pt,6fa001f19d0d4d635f6d1066a4b0ef9758c39c68193793502aac1a634fc81e1d,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00033/checkpoint_0000600.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00033/config.resolved.yaml,1217,.yaml,9384565aeb22fdd82532b458f908c0120618c0196b4cfb1693930ea4e8fd0646,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00033/config.resolved.yaml,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00033/environment.json,270,.json,81e8b8ec1f0e36812a60c59a8df82f8463f4b7cdc0f374d41177cd34430c2417,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00033/environment.json,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00033/metrics.csv,8799,.csv,a0732d40d4b98181fc98932091f53c22318fcc535da290c89882ec254e589e20,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00033/metrics.csv,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00033/model.pt,21105,.pt,0c6d5d0cc8d5e8c7e432a6ebed7b855c99df2ab7dd1ec34d545d0066fafb50ac,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00033/model.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00033/summary.json,1904,.json,ece20f48f57f44ffdc0bf7b57506dbc895f3e3cef9749cd661a461cef19c158f,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00033/summary.json,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00044/checkpoint_0000600.pt,21799,.pt,7b3b540b3a3fb6fd73e23c3d49dd2a93b3d8a3cef7e5a3957c8bd7d81b65ef5c,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00044/checkpoint_0000600.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00044/config.resolved.yaml,1217,.yaml,481abe4bc2ce9863949cbbd1930f36adf3a5e482a22e5762f49c4ee8dacbcaa6,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00044/config.resolved.yaml,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00044/environment.json,270,.json,81e8b8ec1f0e36812a60c59a8df82f8463f4b7cdc0f374d41177cd34430c2417,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00044/environment.json,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00044/metrics.csv,8075,.csv,252b6cd259427aa1a2765e20a3b2450200c20881a4d28c4abe78d919d4e8acf4,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00044/metrics.csv,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00044/model.pt,21105,.pt,a2f7db9f20f9e4df96f96455dc2867914cc40b7ccb502c43dd96dc170b17c509,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00044/model.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00044/summary.json,1905,.json,69cb8ab5ab522913dcf769085a01e688cad19a37e7eb0ff9ee4bed3c4d9fc6b9,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00044/summary.json,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00055/checkpoint_0000600.pt,21799,.pt,4093aca585e71a3abbe1a941aa8573cd73144c00842ba27ba144226529b2955d,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00055/checkpoint_0000600.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00055/config.resolved.yaml,1217,.yaml,3934ee8dec00f7f6f8261e3c827d77140c2d50217e2ea8719ed7a4cfe27e806b,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00055/config.resolved.yaml,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00055/environment.json,270,.json,81e8b8ec1f0e36812a60c59a8df82f8463f4b7cdc0f374d41177cd34430c2417,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00055/environment.json,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00055/metrics.csv,8090,.csv,bb5af55a1dd1c118b5782aee2d91b2a7861a05dd3f547fadb3a0cb9ef49bedf3,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00055/metrics.csv,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00055/model.pt,21105,.pt,7bbd92ad3df97e2094cfa5f794184028dcb54d86aca8f80bba061d8793b5a46c,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00055/model.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00055/summary.json,1899,.json,72afda28c1f81f98dee48f7c413bbc423ec0fde2c0ad9e12412c182f420d9847,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00055/summary.json,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00066/checkpoint_0000600.pt,21799,.pt,af15779751cf11f73a177dd2f9cc6b9d5d3240dbed57e942ab30f51e7d5839e2,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00066/checkpoint_0000600.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00066/config.resolved.yaml,1217,.yaml,47176d97de434394df679fc307dd8613316fe9f87748430b5d38962c559b6197,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00066/config.resolved.yaml,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00066/environment.json,270,.json,81e8b8ec1f0e36812a60c59a8df82f8463f4b7cdc0f374d41177cd34430c2417,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00066/environment.json,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00066/metrics.csv,9158,.csv,d64fd982ffdfc65f4a5c02f84352c06a8f3cc02929242a96d4bceeac12b41c9d,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00066/metrics.csv,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00066/model.pt,21105,.pt,49775df9ecb9d96af5587590f176a2c8361eab938a8a074556d0ced6c6ec3d88,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00066/model.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00066/summary.json,1903,.json,4be1ba79996b65edb4bd1e4a294471785825ad0ab9ec321d326cb8cefdad8d90,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00066/summary.json,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00077/checkpoint_0000600.pt,21799,.pt,990ae80f51da6e2caae98e8e230a0ff62d8cbb9658d966fae1138f46c1b109bd,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00077/checkpoint_0000600.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00077/config.resolved.yaml,1217,.yaml,e05b5f1cfbfb8d1e4d0b1e1c8d32b4e8fc0cf6abbf5aa2f5bcf650ec1e773c91,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00077/config.resolved.yaml,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00077/environment.json,270,.json,81e8b8ec1f0e36812a60c59a8df82f8463f4b7cdc0f374d41177cd34430c2417,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00077/environment.json,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00077/metrics.csv,9183,.csv,3bc1580ad9fa4b5f9714c5e707ee48bd3568630b455279cbbfd8a7867d84f64a,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00077/metrics.csv,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
outputs/allen_cahn_screen_v1/m1/seed_00077/model.pt,21105,.pt,e95091577f7076d7d3b88eccffcf09ef4d09b2b25357efc9905bc341def2a613,V06,preserved,local_commit:656050cae337f96fdab3b47ec862ccae4f1c9601,outputs/allen_cahn_screen_v1/m1/seed_00077/model.pt,Expériences antérieures M0/M1/M3/M5/M6 ; date exacte non attestée
